,Stationscode,Datum,Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³,Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³,Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³,Luftqualitätsindex
2601,DENW059,'17.02.2021 10:00',10,44,21,gut
2602,DENW059,'17.02.2021 11:00',10,56,14,sehr gut
2603,DENW059,'17.02.2021 12:00',10,66,8,gut
2604,DENW059,'17.02.2021 13:00',10,67,10,gut
2605,DENW059,'17.02.2021 14:00',10,68,9,gut
2606,DENW059,'17.02.2021 15:00',10,64,11,gut
2607,DENW059,'17.02.2021 16:00',10,66,9,gut
2608,DENW059,'17.02.2021 17:00',10,65,10,gut
2609,DENW059,'17.02.2021 18:00',10,63,11,gut
2610,DENW059,'17.02.2021 19:00',9,57,17,sehr gut
2611,DENW059,'17.02.2021 20:00',9,51,23,gut
2612,DENW059,'17.02.2021 21:00',9,52,17,sehr gut
2613,DENW059,'17.02.2021 22:00',9,47,19,sehr gut
2614,DENW059,'17.02.2021 23:00',9,42,20,sehr gut
2615,DENW059,'17.02.2021 24:00',10,44,17,sehr gut
2616,DENW059,'18.02.2021 01:00',10,40,19,sehr gut
2617,DENW059,'18.02.2021 02:00',10,-,-,sehr gut
2618,DENW059,'18.02.2021 03:00',10,38,17,sehr gut
2619,DENW059,'18.02.2021 04:00',10,40,15,sehr gut
2620,DENW059,'18.02.2021 05:00',10,38,18,sehr gut
2621,DENW059,'18.02.2021 06:00',10,28,26,gut
2622,DENW059,'18.02.2021 07:00',10,28,25,gut
2623,DENW059,'18.02.2021 08:00',10,26,29,gut
2624,DENW059,'18.02.2021 09:00',9,26,29,gut
2625,DENW059,'18.02.2021 10:00',10,25,33,gut
2626,DENW059,'18.02.2021 11:00',10,40,20,sehr gut
2627,DENW059,'18.02.2021 12:00',10,46,17,sehr gut
2628,DENW059,'18.02.2021 13:00',9,47,17,sehr gut
2629,DENW059,'18.02.2021 14:00',9,49,17,sehr gut
2630,DENW059,'18.02.2021 15:00',9,46,21,gut
2631,DENW059,'18.02.2021 16:00',9,43,23,gut
2632,DENW059,'18.02.2021 17:00',9,42,21,gut
2633,DENW059,'18.02.2021 18:00',9,37,26,gut
2634,DENW059,'18.02.2021 19:00',9,33,30,gut
2635,DENW059,'18.02.2021 20:00',9,26,38,gut
2636,DENW059,'18.02.2021 21:00',9,11,44,mäßig
2637,DENW059,'18.02.2021 22:00',9,57,16,sehr gut
2638,DENW059,'18.02.2021 23:00',9,60,15,sehr gut
2639,DENW059,'18.02.2021 24:00',8,53,23,gut
2640,DENW059,'19.02.2021 01:00',8,54,13,sehr gut
2641,DENW059,'19.02.2021 02:00',8,55,9,sehr gut
2642,DENW059,'19.02.2021 03:00',8,-,-,sehr gut
2643,DENW059,'19.02.2021 04:00',8,41,9,sehr gut
2644,DENW059,'19.02.2021 05:00',8,50,8,sehr gut
2645,DENW059,'19.02.2021 06:00',8,30,30,gut
2646,DENW059,'19.02.2021 07:00',8,24,38,gut
2647,DENW059,'19.02.2021 08:00',8,22,40,gut
2648,DENW059,'19.02.2021 09:00',9,25,40,gut
2649,DENW059,'19.02.2021 10:00',9,29,34,gut
2650,DENW059,'19.02.2021 11:00',8,44,21,gut
2651,DENW059,'19.02.2021 12:00',8,54,15,sehr gut
2652,DENW059,'19.02.2021 13:00',8,69,8,gut
2653,DENW059,'19.02.2021 14:00',8,73,7,gut
2654,DENW059,'19.02.2021 15:00',8,72,8,gut
2655,DENW059,'19.02.2021 16:00',7,71,8,gut
2656,DENW059,'19.02.2021 17:00',7,68,12,gut
2657,DENW059,'19.02.2021 18:00',7,65,13,gut
2658,DENW059,'19.02.2021 19:00',7,55,22,gut
2659,DENW059,'19.02.2021 20:00',7,43,31,gut
2660,DENW059,'19.02.2021 21:00',7,36,36,gut
2661,DENW059,'19.02.2021 22:00',7,41,29,gut
2662,DENW059,'19.02.2021 23:00',8,43,25,gut
2663,DENW059,'19.02.2021 24:00',8,44,20,sehr gut
2664,DENW059,'20.02.2021 01:00',8,45,18,sehr gut
2665,DENW059,'20.02.2021 02:00',8,45,17,sehr gut
2666,DENW059,'20.02.2021 03:00',8,45,15,sehr gut
2667,DENW059,'20.02.2021 04:00',8,-,-,sehr gut
2668,DENW059,'20.02.2021 05:00',9,43,15,sehr gut
2669,DENW059,'20.02.2021 06:00',9,40,16,sehr gut
2670,DENW059,'20.02.2021 07:00',9,37,19,sehr gut
2671,DENW059,'20.02.2021 08:00',9,31,24,gut
2672,DENW059,'20.02.2021 09:00',9,30,23,gut
2673,DENW059,'20.02.2021 10:00',10,33,21,gut
2674,DENW059,'20.02.2021 11:00',10,43,15,sehr gut
2675,DENW059,'20.02.2021 12:00',11,54,11,sehr gut
2676,DENW059,'20.02.2021 13:00',11,58,10,sehr gut
2677,DENW059,'20.02.2021 14:00',12,62,9,gut
2678,DENW059,'20.02.2021 15:00',13,71,8,gut
2679,DENW059,'20.02.2021 16:00',14,74,9,gut
2680,DENW059,'20.02.2021 17:00',15,73,10,gut
2681,DENW059,'20.02.2021 18:00',16,70,12,gut
2682,DENW059,'20.02.2021 19:00',17,63,15,gut
2683,DENW059,'20.02.2021 20:00',18,46,28,gut
2684,DENW059,'20.02.2021 21:00',18,40,27,gut
2685,DENW059,'20.02.2021 22:00',19,43,23,gut
2686,DENW059,'20.02.2021 23:00',19,48,19,sehr gut
2687,DENW059,'20.02.2021 24:00',20,50,16,sehr gut
2688,DENW059,'21.02.2021 01:00',21,51,15,gut
2689,DENW059,'21.02.2021 02:00',21,50,14,gut
2690,DENW059,'21.02.2021 03:00',22,46,18,gut
2691,DENW059,'21.02.2021 04:00',22,44,19,gut
2692,DENW059,'21.02.2021 05:00',22,-,-,gut
2693,DENW059,'21.02.2021 06:00',23,50,15,gut
2694,DENW059,'21.02.2021 07:00',22,46,20,gut
2695,DENW059,'21.02.2021 08:00',23,44,22,gut
2696,DENW059,'21.02.2021 09:00',23,51,18,gut
2697,DENW059,'21.02.2021 10:00',22,59,13,gut
2698,DENW059,'21.02.2021 11:00',22,62,12,gut
2699,DENW059,'21.02.2021 12:00',22,71,8,gut
2700,DENW059,'21.02.2021 13:00',21,76,6,gut
2701,DENW059,'21.02.2021 14:00',21,80,5,gut
2702,DENW059,'21.02.2021 15:00',21,82,5,gut
2703,DENW059,'21.02.2021 16:00',21,86,5,gut
2704,DENW059,'21.02.2021 17:00',20,85,7,gut
2705,DENW059,'21.02.2021 18:00',20,81,11,gut
2706,DENW059,'21.02.2021 19:00',19,67,25,gut
2707,DENW059,'21.02.2021 20:00',19,66,22,gut
2708,DENW059,'21.02.2021 21:00',18,68,17,gut
2709,DENW059,'21.02.2021 22:00',17,63,20,gut
2710,DENW059,'21.02.2021 23:00',17,54,24,gut
2711,DENW059,'21.02.2021 24:00',17,58,20,sehr gut
2712,DENW059,'22.02.2021 01:00',16,57,17,sehr gut
2713,DENW059,'22.02.2021 02:00',16,49,17,sehr gut
2714,DENW059,'22.02.2021 03:00',16,39,21,gut
2715,DENW059,'22.02.2021 04:00',15,38,18,sehr gut
2716,DENW059,'22.02.2021 05:00',16,34,20,sehr gut
2717,DENW059,'22.02.2021 06:00',15,-,-,sehr gut
2718,DENW059,'22.02.2021 07:00',15,29,24,gut
2719,DENW059,'22.02.2021 08:00',15,20,33,gut
2720,DENW059,'22.02.2021 09:00',15,20,33,gut
2721,DENW059,'22.02.2021 10:00',15,23,30,gut
2722,DENW059,'22.02.2021 11:00',16,26,28,gut
2723,DENW059,'22.02.2021 12:00',16,31,23,gut
2724,DENW059,'22.02.2021 13:00',17,29,25,gut
2725,DENW059,'22.02.2021 14:00',17,29,25,gut
2726,DENW059,'22.02.2021 15:00',17,28,28,gut
2727,DENW059,'22.02.2021 16:00',18,32,28,gut
2728,DENW059,'22.02.2021 17:00',18,29,34,gut
2729,DENW059,'22.02.2021 18:00',19,19,42,mäßig
2730,DENW059,'22.02.2021 19:00',19,11,50,mäßig
2731,DENW059,'22.02.2021 20:00',20,5,55,mäßig
2732,DENW059,'22.02.2021 21:00',20,6,53,mäßig
2733,DENW059,'22.02.2021 22:00',21,2,55,mäßig
2734,DENW059,'22.02.2021 23:00',21,3,53,mäßig
2735,DENW059,'22.02.2021 24:00',22,3,54,mäßig
2736,DENW059,'23.02.2021 01:00',22,3,53,mäßig
2737,DENW059,'23.02.2021 02:00',23,3,51,mäßig
2738,DENW059,'23.02.2021 03:00',23,9,38,gut
2739,DENW059,'23.02.2021 04:00',24,11,35,gut
2740,DENW059,'23.02.2021 05:00',24,12,34,gut
2741,DENW059,'23.02.2021 06:00',26,18,31,gut
2742,DENW059,'23.02.2021 07:00',27,-,-,gut
2743,DENW059,'23.02.2021 08:00',28,2,43,mäßig
2744,DENW059,'23.02.2021 09:00',29,3,45,mäßig
2745,DENW059,'23.02.2021 10:00',30,11,43,mäßig
2746,DENW059,'23.02.2021 11:00',31,21,39,gut
2747,DENW059,'23.02.2021 12:00',32,45,18,gut
2748,DENW059,'23.02.2021 13:00',32,56,10,gut
2749,DENW059,'23.02.2021 14:00',32,61,9,gut
2750,DENW059,'23.02.2021 15:00',33,62,10,gut
2751,DENW059,'23.02.2021 16:00',33,61,11,gut
2752,DENW059,'23.02.2021 17:00',33,59,12,gut
2753,DENW059,'23.02.2021 18:00',33,56,16,gut
2754,DENW059,'23.02.2021 19:00',33,20,52,mäßig
2755,DENW059,'23.02.2021 20:00',34,12,54,mäßig
2756,DENW059,'23.02.2021 21:00',34,4,62,mäßig
2757,DENW059,'23.02.2021 22:00',35,4,56,mäßig
2758,DENW059,'23.02.2021 23:00',35,16,44,mäßig
2759,DENW059,'23.02.2021 24:00',36,23,38,mäßig
2760,DENW059,'24.02.2021 01:00',36,38,19,mäßig
2761,DENW059,'24.02.2021 02:00',37,36,17,mäßig
2762,DENW059,'24.02.2021 03:00',38,28,20,mäßig
2763,DENW059,'24.02.2021 04:00',39,24,25,mäßig
2764,DENW059,'24.02.2021 05:00',39,21,26,mäßig
2765,DENW059,'24.02.2021 06:00',40,21,23,mäßig
2766,DENW059,'24.02.2021 07:00',40,11,36,mäßig
2767,DENW059,'24.02.2021 08:00',41,8,-,mäßig
2768,DENW059,'24.02.2021 09:00',41,10,41,mäßig
2769,DENW059,'24.02.2021 10:00',41,19,34,mäßig
2770,DENW059,'24.02.2021 11:00',42,31,25,mäßig
2771,DENW059,'24.02.2021 12:00',42,48,13,mäßig
2772,DENW059,'24.02.2021 13:00',43,56,13,mäßig
2773,DENW059,'24.02.2021 14:00',44,62,9,mäßig
2774,DENW059,'24.02.2021 15:00',45,66,7,mäßig
2775,DENW059,'24.02.2021 16:00',46,66,9,mäßig
2776,DENW059,'24.02.2021 17:00',47,63,11,mäßig
2777,DENW059,'24.02.2021 18:00',48,46,27,mäßig
2778,DENW059,'24.02.2021 19:00',49,41,26,mäßig
2779,DENW059,'24.02.2021 20:00',50,44,21,mäßig
2780,DENW059,'24.02.2021 21:00',51,29,34,schlecht
2781,DENW059,'24.02.2021 22:00',53,23,36,schlecht
2782,DENW059,'24.02.2021 23:00',54,-,29,schlecht
2783,DENW059,'24.02.2021 24:00',55,23,35,schlecht
2784,DENW059,'25.02.2021 01:00',55,5,48,schlecht
2785,DENW059,'25.02.2021 02:00',56,2,55,schlecht
2786,DENW059,'25.02.2021 03:00',57,11,42,schlecht
2787,DENW059,'25.02.2021 04:00',58,28,22,schlecht
2788,DENW059,'25.02.2021 05:00',59,28,19,schlecht
2789,DENW059,'25.02.2021 06:00',60,23,27,schlecht
2790,DENW059,'25.02.2021 07:00',60,13,37,schlecht
2791,DENW059,'25.02.2021 08:00',61,8,43,schlecht
2792,DENW059,'25.02.2021 09:00',62,12,-,schlecht
2793,DENW059,'25.02.2021 10:00',63,18,37,schlecht
2794,DENW059,'25.02.2021 11:00',63,25,33,schlecht
2795,DENW059,'25.02.2021 12:00',64,34,26,schlecht
2796,DENW059,'25.02.2021 13:00',64,47,20,schlecht
2797,DENW059,'25.02.2021 14:00',64,69,11,schlecht
2798,DENW059,'25.02.2021 15:00',65,68,12,schlecht
2799,DENW059,'25.02.2021 16:00',64,69,10,schlecht
2800,DENW059,'25.02.2021 17:00',64,49,32,schlecht
2801,DENW059,'25.02.2021 18:00',64,33,52,schlecht
2802,DENW059,'25.02.2021 19:00',64,6,83,schlecht
2803,DENW059,'25.02.2021 20:00',64,2,78,schlecht
2804,DENW059,'25.02.2021 21:00',63,2,73,schlecht
2805,DENW059,'25.02.2021 22:00',63,2,73,schlecht
2806,DENW059,'25.02.2021 23:00',62,7,56,schlecht
2807,DENW059,'25.02.2021 24:00',61,-,41,schlecht
2808,DENW059,'26.02.2021 01:00',59,5,41,schlecht
2809,DENW059,'26.02.2021 02:00',58,22,26,schlecht
2810,DENW059,'26.02.2021 03:00',56,28,20,schlecht
2811,DENW059,'26.02.2021 04:00',54,29,19,schlecht
2812,DENW059,'26.02.2021 05:00',52,38,14,schlecht
2813,DENW059,'26.02.2021 06:00',50,38,21,mäßig
2814,DENW059,'26.02.2021 07:00',48,28,32,mäßig
2815,DENW059,'26.02.2021 08:00',46,39,31,mäßig
2816,DENW059,'26.02.2021 09:00',43,25,51,mäßig
2817,DENW059,'26.02.2021 10:00',40,19,-,mäßig
2818,DENW059,'26.02.2021 11:00',38,40,37,mäßig
2819,DENW059,'26.02.2021 12:00',35,39,39,gut
2820,DENW059,'26.02.2021 13:00',33,45,32,gut
2821,DENW059,'26.02.2021 14:00',33,60,24,gut
2822,DENW059,'26.02.2021 15:00',31,63,22,gut
2823,DENW059,'26.02.2021 16:00',29,59,25,gut
2824,DENW059,'26.02.2021 17:00',28,61,22,gut
2825,DENW059,'26.02.2021 18:00',26,51,31,gut
2826,DENW059,'26.02.2021 19:00',25,47,35,gut
2827,DENW059,'26.02.2021 20:00',23,52,29,gut
2828,DENW059,'26.02.2021 21:00',21,49,29,gut
2829,DENW059,'26.02.2021 22:00',19,43,33,gut
2830,DENW059,'26.02.2021 23:00',18,37,35,gut
2831,DENW059,'26.02.2021 24:00',18,35,32,gut
2832,DENW059,'27.02.2021 01:00',17,-,40,gut
2833,DENW059,'27.02.2021 02:00',17,5,47,mäßig
2834,DENW059,'27.02.2021 03:00',17,1,44,mäßig
2835,DENW059,'27.02.2021 04:00',17,1,42,mäßig
2836,DENW059,'27.02.2021 05:00',16,5,33,gut
2837,DENW059,'27.02.2021 06:00',17,21,27,gut
2838,DENW059,'27.02.2021 07:00',18,32,26,gut
2839,DENW059,'27.02.2021 08:00',19,27,27,gut
2840,DENW059,'27.02.2021 09:00',19,37,23,gut
2841,DENW059,'27.02.2021 10:00',20,47,20,sehr gut
2842,DENW059,'27.02.2021 11:00',20,47,-,sehr gut
2843,DENW059,'27.02.2021 12:00',21,47,22,gut
2844,DENW059,'27.02.2021 13:00',21,55,15,gut
2845,DENW059,'27.02.2021 14:00',21,57,15,gut
2846,DENW059,'27.02.2021 15:00',21,56,18,gut
2847,DENW059,'27.02.2021 16:00',21,55,21,gut
2848,DENW059,'27.02.2021 17:00',21,58,21,gut
2849,DENW059,'27.02.2021 18:00',21,56,24,gut
2850,DENW059,'27.02.2021 19:00',21,44,29,gut
2851,DENW059,'27.02.2021 20:00',21,44,25,gut
2852,DENW059,'27.02.2021 21:00',21,44,23,gut
2853,DENW059,'27.02.2021 22:00',21,29,32,gut
2854,DENW059,'27.02.2021 23:00',21,3,52,mäßig
2855,DENW059,'27.02.2021 24:00',21,0.9,58,mäßig
2856,DENW059,'28.02.2021 01:00',21,1,51,mäßig
2857,DENW059,'28.02.2021 02:00',21,-,46,mäßig
2858,DENW059,'28.02.2021 03:00',20,6,41,mäßig
2859,DENW059,'28.02.2021 04:00',20,6,39,gut
2860,DENW059,'28.02.2021 05:00',20,1,46,mäßig
2861,DENW059,'28.02.2021 06:00',19,0.3,42,mäßig
2862,DENW059,'28.02.2021 07:00',18,0.1,38,gut
2863,DENW059,'28.02.2021 08:00',17,0.6,37,gut
2864,DENW059,'28.02.2021 09:00',16,5,30,gut
2865,DENW059,'28.02.2021 10:00',15,34,25,gut
2866,DENW059,'28.02.2021 11:00',15,56,10,sehr gut
2867,DENW059,'28.02.2021 12:00',14,59,-,sehr gut
2868,DENW059,'28.02.2021 13:00',14,62,7,gut
2869,DENW059,'28.02.2021 14:00',14,65,7,gut
2870,DENW059,'28.02.2021 15:00',13,67,7,gut
2871,DENW059,'28.02.2021 16:00',13,67,10,gut
2872,DENW059,'28.02.2021 17:00',13,59,17,sehr gut
2873,DENW059,'28.02.2021 18:00',13,26,46,mäßig
2874,DENW059,'28.02.2021 19:00',13,25,46,mäßig
2875,DENW059,'28.02.2021 20:00',13,35,33,gut
2876,DENW059,'28.02.2021 21:00',13,23,41,mäßig
2877,DENW059,'28.02.2021 22:00',13,23,35,gut
2878,DENW059,'28.02.2021 23:00',12,1,54,mäßig
2879,DENW059,'28.02.2021 24:00',13,0.2,55,mäßig
2880,DENW059,'01.03.2021 01:00',13,0.2,46,mäßig
2881,DENW059,'01.03.2021 02:00',13,0.2,42,mäßig
2882,DENW059,'01.03.2021 03:00',14,-,42,mäßig
2883,DENW059,'01.03.2021 04:00',14,0.5,36,gut
2884,DENW059,'01.03.2021 05:00',14,0.3,33,gut
2885,DENW059,'01.03.2021 06:00',14,0.3,32,gut
2886,DENW059,'01.03.2021 07:00',15,0.6,35,gut
2887,DENW059,'01.03.2021 08:00',15,0.8,32,gut
2888,DENW059,'01.03.2021 09:00',15,1,35,gut
2889,DENW059,'01.03.2021 10:00',16,11,36,gut
2890,DENW059,'01.03.2021 11:00',16,19,35,gut
2891,DENW059,'01.03.2021 12:00',16,29,29,gut
2892,DENW059,'01.03.2021 13:00',17,45,-,sehr gut
2893,DENW059,'01.03.2021 14:00',16,60,10,sehr gut
2894,DENW059,'01.03.2021 15:00',16,64,10,gut
2895,DENW059,'01.03.2021 16:00',16,64,11,gut
2896,DENW059,'01.03.2021 17:00',16,67,11,gut
2897,DENW059,'01.03.2021 18:00',16,50,28,gut
2898,DENW059,'01.03.2021 19:00',16,4,73,mäßig
2899,DENW059,'01.03.2021 20:00',17,0.9,67,mäßig
2900,DENW059,'01.03.2021 21:00',17,10,62,mäßig
2901,DENW059,'01.03.2021 22:00',16,26,44,mäßig
2902,DENW059,'01.03.2021 23:00',16,7,55,mäßig
2903,DENW059,'01.03.2021 24:00',16,2,73,mäßig
2904,DENW059,'02.03.2021 01:00',16,2,63,mäßig
2905,DENW059,'02.03.2021 02:00',16,1,62,mäßig
2906,DENW059,'02.03.2021 03:00',15,7,40,gut
2907,DENW059,'02.03.2021 04:00',15,-,26,gut
2908,DENW059,'02.03.2021 05:00',15,14,24,gut
2909,DENW059,'02.03.2021 06:00',15,6,30,gut
2910,DENW059,'02.03.2021 07:00',14,1,36,gut
2911,DENW059,'02.03.2021 08:00',14,1,40,gut
2912,DENW059,'02.03.2021 09:00',14,5,38,gut
2913,DENW059,'02.03.2021 10:00',14,26,23,gut
2914,DENW059,'02.03.2021 11:00',14,37,15,sehr gut
2915,DENW059,'02.03.2021 12:00',14,41,15,sehr gut
2916,DENW059,'02.03.2021 13:00',14,46,14,sehr gut
2917,DENW059,'02.03.2021 14:00',14,50,-,sehr gut
2918,DENW059,'02.03.2021 15:00',15,57,15,sehr gut
2919,DENW059,'02.03.2021 16:00',15,61,15,gut
2920,DENW059,'02.03.2021 17:00',16,61,19,gut
2921,DENW059,'02.03.2021 18:00',17,60,22,gut
2922,DENW059,'02.03.2021 19:00',17,48,34,gut
2923,DENW059,'02.03.2021 20:00',17,25,47,mäßig
2924,DENW059,'02.03.2021 21:00',18,26,37,gut
2925,DENW059,'02.03.2021 22:00',18,22,40,gut
2926,DENW059,'02.03.2021 23:00',19,22,39,gut
2927,DENW059,'02.03.2021 24:00',19,22,39,gut
2928,DENW059,'03.03.2021 01:00',19,16,42,mäßig
2929,DENW059,'03.03.2021 02:00',20,20,36,gut
2930,DENW059,'03.03.2021 03:00',20,15,39,gut
2931,DENW059,'03.03.2021 04:00',21,11,41,mäßig
2932,DENW059,'03.03.2021 05:00',21,-,38,gut
2933,DENW059,'03.03.2021 06:00',22,15,35,gut
2934,DENW059,'03.03.2021 07:00',22,10,40,gut
2935,DENW059,'03.03.2021 08:00',23,6,44,mäßig
2936,DENW059,'03.03.2021 09:00',23,5,45,mäßig
2937,DENW059,'03.03.2021 10:00',24,12,38,gut
2938,DENW059,'03.03.2021 11:00',25,20,34,gut
2939,DENW059,'03.03.2021 12:00',25,27,33,gut
2940,DENW059,'03.03.2021 13:00',26,36,34,gut
2941,DENW059,'03.03.2021 14:00',27,41,43,mäßig
2942,DENW059,'03.03.2021 15:00',28,47,-,gut
2943,DENW059,'03.03.2021 16:00',29,62,30,gut
2944,DENW059,'03.03.2021 17:00',30,62,31,gut
2945,DENW059,'03.03.2021 18:00',31,56,35,gut
2946,DENW059,'03.03.2021 19:00',31,26,55,mäßig
2947,DENW059,'03.03.2021 20:00',32,5,78,mäßig
2948,DENW059,'03.03.2021 21:00',33,5,85,mäßig
2949,DENW059,'03.03.2021 22:00',34,2,83,mäßig
2950,DENW059,'03.03.2021 23:00',35,2,73,mäßig
2951,DENW059,'03.03.2021 24:00',37,1,72,mäßig
2952,DENW059,'04.03.2021 01:00',37,2,66,mäßig
2953,DENW059,'04.03.2021 02:00',39,1,61,mäßig
2954,DENW059,'04.03.2021 03:00',40,0.6,62,mäßig
2955,DENW059,'04.03.2021 04:00',41,0.6,47,mäßig
2956,DENW059,'04.03.2021 05:00',41,0.7,38,mäßig
2957,DENW059,'04.03.2021 06:00',42,-,34,mäßig
2958,DENW059,'04.03.2021 07:00',42,0.7,31,mäßig
2959,DENW059,'04.03.2021 08:00',43,2,40,mäßig
2960,DENW059,'04.03.2021 09:00',43,1,49,mäßig
2961,DENW059,'04.03.2021 10:00',44,1,50,mäßig
2962,DENW059,'04.03.2021 11:00',44,5,48,mäßig
2963,DENW059,'04.03.2021 12:00',44,7,48,mäßig
2964,DENW059,'04.03.2021 13:00',44,8,50,mäßig
2965,DENW059,'04.03.2021 14:00',45,3,48,mäßig
2966,DENW059,'04.03.2021 15:00',44,1,41,mäßig
2967,DENW059,'04.03.2021 16:00',43,1,-,mäßig
2968,DENW059,'04.03.2021 17:00',43,4,41,mäßig
2969,DENW059,'04.03.2021 18:00',41,11,40,mäßig
2970,DENW059,'04.03.2021 19:00',40,23,33,mäßig
2971,DENW059,'04.03.2021 20:00',38,24,33,mäßig
2972,DENW059,'04.03.2021 21:00',37,34,26,mäßig
2973,DENW059,'04.03.2021 22:00',36,36,22,mäßig
2974,DENW059,'04.03.2021 23:00',34,37,20,gut
2975,DENW059,'04.03.2021 24:00',33,45,17,gut
2976,DENW059,'05.03.2021 01:00',32,56,12,gut
2977,DENW059,'05.03.2021 02:00',31,61,9,gut
2978,DENW059,'05.03.2021 03:00',29,54,11,gut
2979,DENW059,'05.03.2021 04:00',28,55,11,gut
2980,DENW059,'05.03.2021 05:00',27,45,16,gut
2981,DENW059,'05.03.2021 06:00',27,34,23,gut
2982,DENW059,'05.03.2021 07:00',26,-,27,gut
2983,DENW059,'05.03.2021 08:00',24,29,33,gut
2984,DENW059,'05.03.2021 09:00',24,31,29,gut
2985,DENW059,'05.03.2021 10:00',22,36,25,gut
2986,DENW059,'05.03.2021 11:00',21,49,16,gut
2987,DENW059,'05.03.2021 12:00',20,59,10,sehr gut
2988,DENW059,'05.03.2021 13:00',19,63,9,gut
2989,DENW059,'05.03.2021 14:00',17,61,10,gut
2990,DENW059,'05.03.2021 15:00',15,65,8,gut
2991,DENW059,'05.03.2021 16:00',15,64,9,gut
2992,DENW059,'05.03.2021 17:00',14,63,-,gut
2993,DENW059,'05.03.2021 18:00',14,60,17,sehr gut
2994,DENW059,'05.03.2021 19:00',14,48,28,gut
2995,DENW059,'05.03.2021 20:00',14,30,44,mäßig
2996,DENW059,'05.03.2021 21:00',13,5,64,mäßig
2997,DENW059,'05.03.2021 22:00',14,2,71,mäßig
2998,DENW059,'05.03.2021 23:00',14,0.8,79,mäßig
2999,DENW059,'05.03.2021 24:00',14,0.7,65,mäßig
3000,DENW059,'06.03.2021 01:00',14,0.8,62,mäßig
3001,DENW059,'06.03.2021 02:00',14,0.6,61,mäßig
3002,DENW059,'06.03.2021 03:00',14,0.7,54,mäßig
3003,DENW059,'06.03.2021 04:00',15,1,43,mäßig
3004,DENW059,'06.03.2021 05:00',15,0.3,46,mäßig
3005,DENW059,'06.03.2021 06:00',15,0.6,44,mäßig
3006,DENW059,'06.03.2021 07:00',15,0.4,38,gut
3007,DENW059,'06.03.2021 08:00',15,1,31,gut
3008,DENW059,'06.03.2021 09:00',15,9,33,gut
3009,DENW059,'06.03.2021 10:00',16,23,27,gut
3010,DENW059,'06.03.2021 11:00',16,33,26,gut
3011,DENW059,'06.03.2021 12:00',16,47,22,gut
3012,DENW059,'06.03.2021 13:00',16,62,12,gut
3013,DENW059,'06.03.2021 14:00',17,63,10,gut
3014,DENW059,'06.03.2021 15:00',16,70,8,gut
3015,DENW059,'06.03.2021 16:00',16,70,9,gut
3016,DENW059,'06.03.2021 17:00',16,69,11,gut
3017,DENW059,'06.03.2021 18:00',16,58,-,sehr gut
3018,DENW059,'06.03.2021 19:00',16,21,58,mäßig
3019,DENW059,'06.03.2021 20:00',16,30,50,mäßig
3020,DENW059,'06.03.2021 21:00',16,26,57,mäßig
3021,DENW059,'06.03.2021 22:00',16,38,42,mäßig
3022,DENW059,'06.03.2021 23:00',16,-,40,gut
3023,DENW059,'06.03.2021 24:00',16,7,54,mäßig
3024,DENW059,'07.03.2021 01:00',16,7,61,mäßig
3025,DENW059,'07.03.2021 02:00',16,9,49,mäßig
3026,DENW059,'07.03.2021 03:00',16,4,48,mäßig
3027,DENW059,'07.03.2021 04:00',16,2,47,mäßig
3028,DENW059,'07.03.2021 05:00',16,4,40,gut
3029,DENW059,'07.03.2021 06:00',16,3,38,gut
3030,DENW059,'07.03.2021 07:00',16,2,36,gut
3031,DENW059,'07.03.2021 08:00',16,3,31,gut
3032,DENW059,'07.03.2021 09:00',16,9,32,gut
3033,DENW059,'07.03.2021 10:00',16,16,36,gut
3034,DENW059,'07.03.2021 11:00',17,22,37,gut
3035,DENW059,'07.03.2021 12:00',17,43,26,gut
3036,DENW059,'07.03.2021 13:00',17,50,30,gut
3037,DENW059,'07.03.2021 14:00',18,59,19,sehr gut
3038,DENW059,'07.03.2021 15:00',18,65,19,gut
3039,DENW059,'07.03.2021 16:00',19,61,24,gut
3040,DENW059,'07.03.2021 17:00',20,63,22,gut
3041,DENW059,'07.03.2021 18:00',20,65,21,gut
3042,DENW059,'07.03.2021 19:00',20,57,-,sehr gut
3043,DENW059,'07.03.2021 20:00',20,49,37,gut
3044,DENW059,'07.03.2021 21:00',21,27,57,mäßig
3045,DENW059,'07.03.2021 22:00',21,17,66,mäßig
3046,DENW059,'07.03.2021 23:00',21,17,62,mäßig
3047,DENW059,'07.03.2021 24:00',20,-,61,mäßig
3048,DENW059,'08.03.2021 01:00',20,0,61,mäßig
3049,DENW059,'08.03.2021 02:00',19,-,60,mäßig
3050,DENW059,'08.03.2021 03:00',19,-,55,mäßig
3051,DENW059,'08.03.2021 04:00',19,-,49,mäßig
3052,DENW059,'08.03.2021 05:00',19,-,44,mäßig
3053,DENW059,'08.03.2021 06:00',19,0,39,gut
3054,DENW059,'08.03.2021 07:00',19,-,41,mäßig
3055,DENW059,'08.03.2021 08:00',19,0.1,42,mäßig
3056,DENW059,'08.03.2021 09:00',20,1,54,mäßig
3057,DENW059,'08.03.2021 10:00',20,8,57,mäßig
3058,DENW059,'08.03.2021 11:00',21,20,46,mäßig
